"","name","takeTime","sysUser","sysName","sysTime","user","course_name","lesson_name","question_number","correct","attempt","datetime","skipped"
"26","emru3000",15,"emili","Windows",2016-10-07 10:46:41,"emru3000","Data Analysis PE","Dispersion",18,TRUE,1,2016-10-07 10:39:49,FALSE
"27","emru3000",15,"emili","Windows",2016-10-07 10:46:41,"emru3000","Data Analysis PE","Dispersion",24,FALSE,1,2016-10-07 10:41:34,FALSE
"28","emru3000",15,"emili","Windows",2016-10-07 10:46:41,"emru3000","Data Analysis PE","Dispersion",24,FALSE,2,2016-10-07 10:44:15,FALSE
"29","emru3000",15,"emili","Windows",2016-10-07 10:46:41,"emru3000","Data Analysis PE","Dispersion",24,FALSE,3,2016-10-07 10:44:20,FALSE
"30","emru3000",15,"emili","Windows",2016-10-07 10:46:41,"emru3000","Data Analysis PE","Dispersion",24,TRUE,4,2016-10-07 10:44:53,FALSE
"31","emru3000",15,"emili","Windows",2016-10-07 10:46:41,"emru3000","Data Analysis PE","Dispersion",29,FALSE,1,2016-10-07 10:45:25,FALSE
"32","emru3000",15,"emili","Windows",2016-10-07 10:46:41,"emru3000","Data Analysis PE","Dispersion",29,FALSE,2,2016-10-07 10:45:31,FALSE
"33","emru3000",15,"emili","Windows",2016-10-07 10:46:41,"emru3000","Data Analysis PE","Dispersion",29,FALSE,3,2016-10-07 10:45:38,FALSE
"34","emru3000",15,"emili","Windows",2016-10-07 10:46:41,"emru3000","Data Analysis PE","Dispersion",29,FALSE,4,2016-10-07 10:45:42,FALSE
"35","emru3000",15,"emili","Windows",2016-10-07 10:46:41,"emru3000","Data Analysis PE","Dispersion",29,FALSE,5,2016-10-07 10:45:49,FALSE
"36","emru3000",15,"emili","Windows",2016-10-07 10:46:41,"emru3000","Data Analysis PE","Dispersion",29,TRUE,6,2016-10-07 10:45:53,FALSE
"37","emru3000",15,"emili","Windows",2016-10-07 10:46:41,"emru3000","Data Analysis PE","Dispersion",31,TRUE,1,2016-10-07 10:46:26,FALSE
"38","emru3000",15,"emili","Windows",2016-10-07 10:46:41,"emru3000","Data Analysis PE","Dispersion",33,NA,1,2016-10-07 10:46:31,NA
"39","emru3000",10,"emili","Windows",2016-10-07 10:53:37,"emru3000","Data Analysis PE","Data Visualization",6,FALSE,1,2016-10-07 10:48:12,FALSE
"40","emru3000",10,"emili","Windows",2016-10-07 10:53:37,"emru3000","Data Analysis PE","Data Visualization",6,TRUE,2,2016-10-07 10:48:34,FALSE
"41","emru3000",10,"emili","Windows",2016-10-07 10:53:37,"emru3000","Data Analysis PE","Data Visualization",11,TRUE,1,2016-10-07 10:49:39,FALSE
"42","emru3000",10,"emili","Windows",2016-10-07 10:53:37,"emru3000","Data Analysis PE","Data Visualization",12,TRUE,1,2016-10-07 10:49:49,FALSE
"43","emru3000",10,"emili","Windows",2016-10-07 10:53:37,"emru3000","Data Analysis PE","Data Visualization",22,FALSE,1,2016-10-07 10:51:43,FALSE
"44","emru3000",10,"emili","Windows",2016-10-07 10:53:37,"emru3000","Data Analysis PE","Data Visualization",22,FALSE,2,2016-10-07 10:51:49,FALSE
"45","emru3000",10,"emili","Windows",2016-10-07 10:53:37,"emru3000","Data Analysis PE","Data Visualization",22,TRUE,3,2016-10-07 10:51:54,FALSE
"46","emru3000",10,"emili","Windows",2016-10-07 10:53:37,"emru3000","Data Analysis PE","Data Visualization",23,FALSE,1,2016-10-07 10:52:07,FALSE
"47","emru3000",10,"emili","Windows",2016-10-07 10:53:37,"emru3000","Data Analysis PE","Data Visualization",23,TRUE,2,2016-10-07 10:52:10,FALSE
"48","emru3000",10,"emili","Windows",2016-10-07 10:53:37,"emru3000","Data Analysis PE","Data Visualization",28,TRUE,1,2016-10-07 10:53:03,FALSE
"49","emru3000",10,"emili","Windows",2016-10-07 10:53:37,"emru3000","Data Analysis PE","Data Visualization",30,TRUE,1,2016-10-07 10:53:22,FALSE
"50","emru3000",10,"emili","Windows",2016-10-07 10:53:37,"emru3000","Data Analysis PE","Data Visualization",32,NA,1,2016-10-07 10:53:25,FALSE
"51","emru3000",10,"emili","Windows",2016-10-07 11:03:22,"emru3000","Statistical_Inference","Introduction",3,FALSE,1,2016-10-07 11:00:07,FALSE
"52","emru3000",10,"emili","Windows",2016-10-07 11:03:22,"emru3000","Statistical_Inference","Introduction",3,FALSE,2,2016-10-07 11:00:11,FALSE
"53","emru3000",10,"emili","Windows",2016-10-07 11:03:22,"emru3000","Statistical_Inference","Introduction",3,FALSE,3,2016-10-07 11:00:23,FALSE
"54","emru3000",10,"emili","Windows",2016-10-07 11:03:22,"emru3000","Statistical_Inference","Introduction",3,TRUE,4,2016-10-07 11:00:29,FALSE
"55","emru3000",10,"emili","Windows",2016-10-07 11:03:22,"emru3000","Statistical_Inference","Introduction",5,TRUE,1,2016-10-07 11:01:06,FALSE
"56","emru3000",10,"emili","Windows",2016-10-07 11:03:22,"emru3000","Statistical_Inference","Introduction",6,TRUE,1,2016-10-07 11:01:45,FALSE
"57","emru3000",10,"emili","Windows",2016-10-07 11:03:22,"emru3000","Statistical_Inference","Introduction",7,TRUE,1,2016-10-07 11:02:53,FALSE
"58","emru3000",10,"emili","Windows",2016-10-07 11:03:22,"emru3000","Statistical_Inference","Introduction",11,NA,1,2016-10-07 11:03:12,NA
"59","zagnyte",10,"agne","Windows",2016-10-07 14:59:59,"zagnyte","Data Analysis PE","Central Tendency",7,TRUE,1,2016-10-07 14:40:27,FALSE
"60","zagnyte",10,"agne","Windows",2016-10-07 14:59:59,"zagnyte","Data Analysis PE","Central Tendency",14,TRUE,1,2016-10-07 14:49:21,FALSE
"61","zagnyte",10,"agne","Windows",2016-10-07 14:59:59,"zagnyte","Data Analysis PE","Central Tendency",15,TRUE,1,2016-10-07 14:49:51,FALSE
"62","zagnyte",10,"agne","Windows",2016-10-07 14:59:59,"zagnyte","Data Analysis PE","Central Tendency",16,TRUE,1,2016-10-07 14:50:15,FALSE
"63","zagnyte",10,"agne","Windows",2016-10-07 14:59:59,"zagnyte","Data Analysis PE","Central Tendency",19,TRUE,1,2016-10-07 14:52:49,FALSE
"64","zagnyte",10,"agne","Windows",2016-10-07 14:59:59,"zagnyte","Data Analysis PE","Central Tendency",20,TRUE,1,2016-10-07 14:53:09,FALSE
"65","zagnyte",10,"agne","Windows",2016-10-07 14:59:59,"zagnyte","Data Analysis PE","Central Tendency",23,TRUE,1,2016-10-07 14:55:25,FALSE
"66","zagnyte",10,"agne","Windows",2016-10-07 14:59:59,"zagnyte","Data Analysis PE","Central Tendency",26,TRUE,1,2016-10-07 14:56:28,FALSE
"67","zagnyte",10,"agne","Windows",2016-10-07 14:59:59,"zagnyte","Data Analysis PE","Central Tendency",28,TRUE,1,2016-10-07 14:58:28,FALSE
"68","zagnyte",10,"agne","Windows",2016-10-07 14:59:59,"zagnyte","Data Analysis PE","Central Tendency",29,TRUE,1,2016-10-07 14:58:56,FALSE
"69","zagnyte",10,"agne","Windows",2016-10-07 14:59:59,"zagnyte","Data Analysis PE","Central Tendency",31,NA,1,2016-10-07 14:59:15,NA
"70","zagnyte",30,"agne","Windows",2016-10-07 15:40:06,"zagnyte","Data Analysis PE","Dispersion",5,TRUE,1,2016-10-07 15:03:00,FALSE
"71","zagnyte",30,"agne","Windows",2016-10-07 15:40:06,"zagnyte","Data Analysis PE","Dispersion",9,TRUE,1,2016-10-07 15:04:47,FALSE
"72","zagnyte",30,"agne","Windows",2016-10-07 15:40:06,"zagnyte","Data Analysis PE","Dispersion",10,TRUE,1,2016-10-07 15:05:48,FALSE
"73","zagnyte",30,"agne","Windows",2016-10-07 15:40:06,"zagnyte","Data Analysis PE","Dispersion",12,TRUE,1,2016-10-07 15:07:25,FALSE
"74","zagnyte",30,"agne","Windows",2016-10-07 15:40:06,"zagnyte","Data Analysis PE","Dispersion",15,TRUE,1,2016-10-07 15:08:35,FALSE
"75","zagnyte",30,"agne","Windows",2016-10-07 15:40:06,"zagnyte","Data Analysis PE","Dispersion",18,TRUE,1,2016-10-07 15:11:16,FALSE
"76","zagnyte",30,"agne","Windows",2016-10-07 15:40:06,"zagnyte","Data Analysis PE","Dispersion",24,FALSE,1,2016-10-07 15:19:13,FALSE
"77","zagnyte",30,"agne","Windows",2016-10-07 15:40:06,"zagnyte","Data Analysis PE","Dispersion",24,FALSE,2,2016-10-07 15:22:18,FALSE
"78","zagnyte",30,"agne","Windows",2016-10-07 15:40:06,"zagnyte","Data Analysis PE","Dispersion",24,FALSE,3,2016-10-07 15:22:55,FALSE
"79","zagnyte",30,"agne","Windows",2016-10-07 15:40:06,"zagnyte","Data Analysis PE","Dispersion",24,FALSE,4,2016-10-07 15:30:51,FALSE
"80","zagnyte",30,"agne","Windows",2016-10-07 15:40:06,"zagnyte","Data Analysis PE","Dispersion",24,TRUE,5,2016-10-07 15:32:52,FALSE
"81","zagnyte",30,"agne","Windows",2016-10-07 15:40:06,"zagnyte","Data Analysis PE","Dispersion",29,TRUE,1,2016-10-07 15:36:54,FALSE
"82","zagnyte",30,"agne","Windows",2016-10-07 15:40:06,"zagnyte","Data Analysis PE","Dispersion",31,TRUE,1,2016-10-07 15:39:30,FALSE
"83","zagnyte",30,"agne","Windows",2016-10-07 15:40:06,"zagnyte","Data Analysis PE","Dispersion",33,NA,1,2016-10-07 15:39:56,FALSE
"84","zagnyte",15,"agne","Windows",2016-10-07 16:03:19,"zagnyte","Data Analysis PE","Data Visualization",6,TRUE,1,2016-10-07 15:43:01,FALSE
"85","zagnyte",15,"agne","Windows",2016-10-07 16:03:19,"zagnyte","Data Analysis PE","Data Visualization",11,TRUE,1,2016-10-07 15:46:09,FALSE
"86","zagnyte",15,"agne","Windows",2016-10-07 16:03:19,"zagnyte","Data Analysis PE","Data Visualization",12,TRUE,1,2016-10-07 15:46:17,FALSE
"87","zagnyte",15,"agne","Windows",2016-10-07 16:03:19,"zagnyte","Data Analysis PE","Data Visualization",22,TRUE,1,2016-10-07 15:50:47,FALSE
"88","zagnyte",15,"agne","Windows",2016-10-07 16:03:19,"zagnyte","Data Analysis PE","Data Visualization",23,TRUE,1,2016-10-07 15:51:14,FALSE
"89","zagnyte",15,"agne","Windows",2016-10-07 16:03:19,"zagnyte","Data Analysis PE","Data Visualization",28,TRUE,1,2016-10-07 16:01:22,FALSE
"90","zagnyte",15,"agne","Windows",2016-10-07 16:03:19,"zagnyte","Data Analysis PE","Data Visualization",30,TRUE,1,2016-10-07 16:02:21,FALSE
"91","zagnyte",15,"agne","Windows",2016-10-07 16:03:19,"zagnyte","Data Analysis PE","Data Visualization",32,NA,1,2016-10-07 16:03:06,FALSE
"92","zagnyte",5,"agne","Windows",2016-10-07 16:20:34,"zagnyte","Statistical_Inference","Introduction",3,FALSE,1,2016-10-07 16:14:19,FALSE
"93","zagnyte",5,"agne","Windows",2016-10-07 16:20:34,"zagnyte","Statistical_Inference","Introduction",3,TRUE,2,2016-10-07 16:14:40,FALSE
"94","zagnyte",5,"agne","Windows",2016-10-07 16:20:34,"zagnyte","Statistical_Inference","Introduction",5,TRUE,1,2016-10-07 16:16:40,FALSE
"95","zagnyte",5,"agne","Windows",2016-10-07 16:20:34,"zagnyte","Statistical_Inference","Introduction",6,FALSE,1,2016-10-07 16:18:07,FALSE
"96","zagnyte",5,"agne","Windows",2016-10-07 16:20:34,"zagnyte","Statistical_Inference","Introduction",6,TRUE,2,2016-10-07 16:18:28,FALSE
"97","zagnyte",5,"agne","Windows",2016-10-07 16:20:34,"zagnyte","Statistical_Inference","Introduction",7,TRUE,1,2016-10-07 16:19:08,FALSE
"98","zagnyte",5,"agne","Windows",2016-10-07 16:20:34,"zagnyte","Statistical_Inference","Introduction",11,NA,1,2016-10-07 16:20:25,NA
"99","zagnyte",30,"agne","Windows",2016-10-07 17:22:52,"zagnyte","Statistical_Inference","Probability2",4,FALSE,1,2016-10-07 16:45:31,FALSE
"100","zagnyte",30,"agne","Windows",2016-10-07 17:22:52,"zagnyte","Statistical_Inference","Probability2",4,FALSE,2,2016-10-07 16:45:46,FALSE
"101","zagnyte",30,"agne","Windows",2016-10-07 17:22:52,"zagnyte","Statistical_Inference","Probability2",4,TRUE,3,2016-10-07 16:45:51,FALSE
"102","zagnyte",30,"agne","Windows",2016-10-07 17:22:52,"zagnyte","Statistical_Inference","Probability2",5,TRUE,1,2016-10-07 16:46:17,FALSE
"103","zagnyte",30,"agne","Windows",2016-10-07 17:22:52,"zagnyte","Statistical_Inference","Probability2",8,TRUE,1,2016-10-07 16:48:44,FALSE
"104","zagnyte",30,"agne","Windows",2016-10-07 17:22:52,"zagnyte","Statistical_Inference","Probability2",12,TRUE,1,2016-10-07 16:54:00,FALSE
"105","zagnyte",30,"agne","Windows",2016-10-07 17:22:52,"zagnyte","Statistical_Inference","Probability2",15,FALSE,1,2016-10-07 16:55:16,FALSE
"106","zagnyte",30,"agne","Windows",2016-10-07 17:22:52,"zagnyte","Statistical_Inference","Probability2",15,TRUE,2,2016-10-07 16:56:25,FALSE
"107","zagnyte",30,"agne","Windows",2016-10-07 17:22:52,"zagnyte","Statistical_Inference","Probability2",16,FALSE,1,2016-10-07 16:56:40,FALSE
"108","zagnyte",30,"agne","Windows",2016-10-07 17:22:52,"zagnyte","Statistical_Inference","Probability2",16,TRUE,2,2016-10-07 16:57:33,FALSE
"109","zagnyte",30,"agne","Windows",2016-10-07 17:22:52,"zagnyte","Statistical_Inference","Probability2",17,TRUE,1,2016-10-07 16:57:50,FALSE
"110","zagnyte",30,"agne","Windows",2016-10-07 17:22:52,"zagnyte","Statistical_Inference","Probability2",20,FALSE,1,2016-10-07 17:01:05,FALSE
"111","zagnyte",30,"agne","Windows",2016-10-07 17:22:52,"zagnyte","Statistical_Inference","Probability2",20,TRUE,2,2016-10-07 17:01:34,FALSE
"112","zagnyte",30,"agne","Windows",2016-10-07 17:22:52,"zagnyte","Statistical_Inference","Probability2",23,TRUE,1,2016-10-07 17:02:30,FALSE
"113","zagnyte",30,"agne","Windows",2016-10-07 17:22:52,"zagnyte","Statistical_Inference","Probability2",24,TRUE,1,2016-10-07 17:03:29,FALSE
"114","zagnyte",30,"agne","Windows",2016-10-07 17:22:52,"zagnyte","Statistical_Inference","Probability2",26,TRUE,1,2016-10-07 17:05:48,FALSE
"115","zagnyte",30,"agne","Windows",2016-10-07 17:22:52,"zagnyte","Statistical_Inference","Probability2",28,TRUE,1,2016-10-07 17:06:34,FALSE
"116","zagnyte",30,"agne","Windows",2016-10-07 17:22:52,"zagnyte","Statistical_Inference","Probability2",29,FALSE,1,2016-10-07 17:09:24,FALSE
"117","zagnyte",30,"agne","Windows",2016-10-07 17:22:52,"zagnyte","Statistical_Inference","Probability2",29,FALSE,2,2016-10-07 17:12:13,FALSE
"118","zagnyte",30,"agne","Windows",2016-10-07 17:22:52,"zagnyte","Statistical_Inference","Probability2",29,FALSE,3,2016-10-07 17:20:26,FALSE
"119","zagnyte",30,"agne","Windows",2016-10-07 17:22:52,"zagnyte","Statistical_Inference","Probability2",29,TRUE,4,2016-10-07 17:20:44,FALSE
"120","zagnyte",30,"agne","Windows",2016-10-07 17:22:52,"zagnyte","Statistical_Inference","Probability2",30,FALSE,1,2016-10-07 17:21:59,FALSE
"121","zagnyte",30,"agne","Windows",2016-10-07 17:22:52,"zagnyte","Statistical_Inference","Probability2",30,TRUE,2,2016-10-07 17:22:11,FALSE
"122","zagnyte",30,"agne","Windows",2016-10-07 17:22:52,"zagnyte","Statistical_Inference","Probability2",36,NA,1,2016-10-07 17:22:39,NA
"123","zagnyte",30,"agne","Windows",2016-10-07 18:02:03,"zagnyte","Statistical_Inference","ConditionalProbability",3,TRUE,1,2016-10-07 17:27:08,FALSE
"124","zagnyte",30,"agne","Windows",2016-10-07 18:02:03,"zagnyte","Statistical_Inference","ConditionalProbability",4,FALSE,1,2016-10-07 17:27:36,FALSE
"125","zagnyte",30,"agne","Windows",2016-10-07 18:02:03,"zagnyte","Statistical_Inference","ConditionalProbability",4,FALSE,2,2016-10-07 17:28:04,FALSE
"126","zagnyte",30,"agne","Windows",2016-10-07 18:02:03,"zagnyte","Statistical_Inference","ConditionalProbability",4,FALSE,3,2016-10-07 17:29:22,FALSE
"127","zagnyte",30,"agne","Windows",2016-10-07 18:02:03,"zagnyte","Statistical_Inference","ConditionalProbability",4,TRUE,4,2016-10-07 17:29:53,FALSE
"128","zagnyte",30,"agne","Windows",2016-10-07 18:02:03,"zagnyte","Statistical_Inference","ConditionalProbability",8,FALSE,1,2016-10-07 17:33:26,FALSE
"129","zagnyte",30,"agne","Windows",2016-10-07 18:02:03,"zagnyte","Statistical_Inference","ConditionalProbability",8,TRUE,2,2016-10-07 17:33:43,FALSE
"130","zagnyte",30,"agne","Windows",2016-10-07 18:02:03,"zagnyte","Statistical_Inference","ConditionalProbability",9,FALSE,1,2016-10-07 17:34:30,FALSE
"131","zagnyte",30,"agne","Windows",2016-10-07 18:02:03,"zagnyte","Statistical_Inference","ConditionalProbability",9,TRUE,2,2016-10-07 17:34:48,FALSE
"132","zagnyte",30,"agne","Windows",2016-10-07 18:02:03,"zagnyte","Statistical_Inference","ConditionalProbability",17,TRUE,1,2016-10-07 17:40:03,FALSE
"133","zagnyte",30,"agne","Windows",2016-10-07 18:02:03,"zagnyte","Statistical_Inference","ConditionalProbability",18,FALSE,1,2016-10-07 17:40:35,FALSE
"134","zagnyte",30,"agne","Windows",2016-10-07 18:02:03,"zagnyte","Statistical_Inference","ConditionalProbability",18,FALSE,2,2016-10-07 17:40:42,FALSE
"135","zagnyte",30,"agne","Windows",2016-10-07 18:02:03,"zagnyte","Statistical_Inference","ConditionalProbability",18,FALSE,3,2016-10-07 17:41:56,FALSE
"136","zagnyte",30,"agne","Windows",2016-10-07 18:02:03,"zagnyte","Statistical_Inference","ConditionalProbability",18,FALSE,4,2016-10-07 17:42:21,FALSE
"137","zagnyte",30,"agne","Windows",2016-10-07 18:02:03,"zagnyte","Statistical_Inference","ConditionalProbability",18,TRUE,5,2016-10-07 17:42:39,FALSE
"138","zagnyte",30,"agne","Windows",2016-10-07 18:02:03,"zagnyte","Statistical_Inference","ConditionalProbability",21,TRUE,1,2016-10-07 17:45:02,FALSE
"139","zagnyte",30,"agne","Windows",2016-10-07 18:02:03,"zagnyte","Statistical_Inference","ConditionalProbability",22,FALSE,1,2016-10-07 17:45:36,FALSE
"140","zagnyte",30,"agne","Windows",2016-10-07 18:02:03,"zagnyte","Statistical_Inference","ConditionalProbability",22,FALSE,2,2016-10-07 17:46:21,FALSE
"141","zagnyte",30,"agne","Windows",2016-10-07 18:02:03,"zagnyte","Statistical_Inference","ConditionalProbability",22,FALSE,3,2016-10-07 17:46:49,FALSE
"142","zagnyte",30,"agne","Windows",2016-10-07 18:02:03,"zagnyte","Statistical_Inference","ConditionalProbability",22,TRUE,4,2016-10-07 17:49:24,FALSE
"143","zagnyte",30,"agne","Windows",2016-10-07 18:02:03,"zagnyte","Statistical_Inference","ConditionalProbability",23,TRUE,1,2016-10-07 17:51:24,FALSE
"144","zagnyte",30,"agne","Windows",2016-10-07 18:02:03,"zagnyte","Statistical_Inference","ConditionalProbability",25,TRUE,1,2016-10-07 17:54:04,FALSE
"145","zagnyte",30,"agne","Windows",2016-10-07 18:02:03,"zagnyte","Statistical_Inference","ConditionalProbability",27,TRUE,1,2016-10-07 17:56:27,FALSE
"146","zagnyte",30,"agne","Windows",2016-10-07 18:02:03,"zagnyte","Statistical_Inference","ConditionalProbability",28,TRUE,1,2016-10-07 17:56:41,FALSE
"147","zagnyte",30,"agne","Windows",2016-10-07 18:02:03,"zagnyte","Statistical_Inference","ConditionalProbability",31,FALSE,1,2016-10-07 17:58:28,FALSE
"148","zagnyte",30,"agne","Windows",2016-10-07 18:02:03,"zagnyte","Statistical_Inference","ConditionalProbability",31,TRUE,2,2016-10-07 17:58:37,FALSE
"149","zagnyte",30,"agne","Windows",2016-10-07 18:02:03,"zagnyte","Statistical_Inference","ConditionalProbability",34,TRUE,1,2016-10-07 17:59:44,FALSE
"150","zagnyte",30,"agne","Windows",2016-10-07 18:02:03,"zagnyte","Statistical_Inference","ConditionalProbability",37,TRUE,1,2016-10-07 18:00:26,FALSE
"151","zagnyte",30,"agne","Windows",2016-10-07 18:02:03,"zagnyte","Statistical_Inference","ConditionalProbability",38,TRUE,1,2016-10-07 18:00:38,FALSE
"152","zagnyte",30,"agne","Windows",2016-10-07 18:02:03,"zagnyte","Statistical_Inference","ConditionalProbability",39,TRUE,1,2016-10-07 18:01:21,FALSE
"153","zagnyte",30,"agne","Windows",2016-10-07 18:02:03,"zagnyte","Statistical_Inference","ConditionalProbability",43,NA,1,2016-10-07 18:01:52,FALSE
"154","emru3000",10,"emili","Windows",2016-10-08 14:14:31,"emru3000","Statistical_Inference","Probability2",4,FALSE,1,2016-10-08 14:00:46,FALSE
"155","emru3000",10,"emili","Windows",2016-10-08 14:14:31,"emru3000","Statistical_Inference","Probability2",4,TRUE,2,2016-10-08 14:00:49,FALSE
"156","emru3000",10,"emili","Windows",2016-10-08 14:14:31,"emru3000","Statistical_Inference","Probability2",5,TRUE,1,2016-10-08 14:01:06,FALSE
"157","emru3000",10,"emili","Windows",2016-10-08 14:14:31,"emru3000","Statistical_Inference","Probability2",8,TRUE,1,2016-10-08 14:02:49,FALSE
"158","emru3000",10,"emili","Windows",2016-10-08 14:14:31,"emru3000","Statistical_Inference","Probability2",12,TRUE,1,2016-10-08 14:04:04,FALSE
"159","emru3000",10,"emili","Windows",2016-10-08 14:14:31,"emru3000","Statistical_Inference","Probability2",15,TRUE,1,2016-10-08 14:04:50,FALSE
"160","emru3000",10,"emili","Windows",2016-10-08 14:14:31,"emru3000","Statistical_Inference","Probability2",16,FALSE,1,2016-10-08 14:05:55,FALSE
"161","emru3000",10,"emili","Windows",2016-10-08 14:14:31,"emru3000","Statistical_Inference","Probability2",16,FALSE,2,2016-10-08 14:06:29,FALSE
"162","emru3000",10,"emili","Windows",2016-10-08 14:14:31,"emru3000","Statistical_Inference","Probability2",16,TRUE,3,2016-10-08 14:08:08,FALSE
"163","emru3000",10,"emili","Windows",2016-10-08 14:14:31,"emru3000","Statistical_Inference","Probability2",17,TRUE,1,2016-10-08 14:08:36,FALSE
"164","emru3000",10,"emili","Windows",2016-10-08 14:14:31,"emru3000","Statistical_Inference","Probability2",20,TRUE,1,2016-10-08 14:09:23,FALSE
"165","emru3000",10,"emili","Windows",2016-10-08 14:14:31,"emru3000","Statistical_Inference","Probability2",23,TRUE,1,2016-10-08 14:10:08,FALSE
"166","emru3000",10,"emili","Windows",2016-10-08 14:14:31,"emru3000","Statistical_Inference","Probability2",24,TRUE,1,2016-10-08 14:10:55,FALSE
"167","emru3000",10,"emili","Windows",2016-10-08 14:14:31,"emru3000","Statistical_Inference","Probability2",26,TRUE,1,2016-10-08 14:11:29,FALSE
"168","emru3000",10,"emili","Windows",2016-10-08 14:14:31,"emru3000","Statistical_Inference","Probability2",28,TRUE,1,2016-10-08 14:12:03,FALSE
"169","emru3000",10,"emili","Windows",2016-10-08 14:14:31,"emru3000","Statistical_Inference","Probability2",29,FALSE,1,2016-10-08 14:13:08,FALSE
"170","emru3000",10,"emili","Windows",2016-10-08 14:14:31,"emru3000","Statistical_Inference","Probability2",29,FALSE,2,2016-10-08 14:13:29,FALSE
"171","emru3000",10,"emili","Windows",2016-10-08 14:14:31,"emru3000","Statistical_Inference","Probability2",29,TRUE,3,2016-10-08 14:13:37,FALSE
"172","emru3000",10,"emili","Windows",2016-10-08 14:14:31,"emru3000","Statistical_Inference","Probability2",30,FALSE,1,2016-10-08 14:13:56,FALSE
