"","name","takeTime","sysUser","sysName","sysTime","user","course_name","lesson_name","question_number","correct","attempt","datetime","skipped"
"19","emru3000",1,"emru3068","Windows",2016-09-02 09:45:12,"emru3000","R Programming","Dummy Lesson",4,NA,1,2016-09-02 09:44:32,NA
"20","gyse",1,"gyse3054","Windows",2016-09-02 09:45:35,"gyse","R Programming","Dummy Lesson",3,TRUE,1,2016-09-02 09:45:21,FALSE
"21","gyse",1,"gyse3054","Windows",2016-09-02 09:45:35,"gyse","R Programming","Dummy Lesson",4,NA,1,2016-09-02 09:45:25,NA
"22","gyse",1,"gyse3054","Windows",2016-09-02 09:45:35,"gyse","R Programming","Dummy Lesson",3,TRUE,1,2016-09-02 09:45:21,FALSE
"23","gyse",1,"gyse3054","Windows",2016-09-02 09:45:35,"gyse","R Programming","Dummy Lesson",4,NA,1,2016-09-02 09:45:25,NA
"24","simona1234",1,"sigr2981","Windows",2016-09-02 09:49:38,"simona1234","R Programming","Dummy Lesson",3,TRUE,1,2016-09-02 09:49:03,FALSE
"25","simona1234",1,"sigr2981","Windows",2016-09-02 09:49:38,"simona1234","R Programming","Dummy Lesson",4,NA,1,2016-09-02 09:49:14,NA
"26","rokasaleks",2,"roal2798","Windows",2016-09-02 09:49:45,"rokasalek","R Programming","Dummy Lesson",3,TRUE,1,2016-09-02 09:49:03,FALSE
"27","rokasaleks",2,"roal2798","Windows",2016-09-02 09:49:45,"rokasalek","R Programming","Dummy Lesson",4,NA,1,2016-09-02 09:49:09,NA
"28","Dominykas",1,"dotu2774","Windows",2016-09-02 09:50:25,"Dominykas","R Programming","Dummy Lesson",3,TRUE,1,2016-09-02 09:49:25,FALSE
"29","Dominykas",1,"dotu2774","Windows",2016-09-02 09:50:25,"Dominykas","R Programming","Dummy Lesson",4,NA,1,2016-09-02 09:49:44,NA
"30","gyse",4,"gyse3054","Windows",2016-09-02 09:54:28,"gyse","R Programming","Basic Building Blocks",3,TRUE,1,2016-09-02 09:49:05,FALSE
"31","gyse",4,"gyse3054","Windows",2016-09-02 09:54:28,"gyse","R Programming","Basic Building Blocks",8,TRUE,1,2016-09-02 09:49:20,FALSE
"32","gyse",4,"gyse3054","Windows",2016-09-02 09:54:28,"gyse","R Programming","Basic Building Blocks",10,TRUE,1,2016-09-02 09:49:24,FALSE
"33","gyse",4,"gyse3054","Windows",2016-09-02 09:54:28,"gyse","R Programming","Basic Building Blocks",11,TRUE,1,2016-09-02 09:49:36,FALSE
"34","gyse",4,"gyse3054","Windows",2016-09-02 09:54:28,"gyse","R Programming","Basic Building Blocks",12,TRUE,1,2016-09-02 09:49:38,FALSE
"35","gyse",4,"gyse3054","Windows",2016-09-02 09:54:28,"gyse","R Programming","Basic Building Blocks",14,FALSE,1,2016-09-02 09:49:52,FALSE
"36","gyse",4,"gyse3054","Windows",2016-09-02 09:54:28,"gyse","R Programming","Basic Building Blocks",14,TRUE,2,2016-09-02 09:50:42,FALSE
"37","gyse",4,"gyse3054","Windows",2016-09-02 09:54:28,"gyse","R Programming","Basic Building Blocks",15,TRUE,1,2016-09-02 09:50:49,FALSE
"38","gyse",4,"gyse3054","Windows",2016-09-02 09:54:28,"gyse","R Programming","Basic Building Blocks",16,TRUE,1,2016-09-02 09:50:59,FALSE
"39","gyse",4,"gyse3054","Windows",2016-09-02 09:54:28,"gyse","R Programming","Basic Building Blocks",17,TRUE,1,2016-09-02 09:51:15,FALSE
"40","gyse",4,"gyse3054","Windows",2016-09-02 09:54:28,"gyse","R Programming","Basic Building Blocks",18,TRUE,1,2016-09-02 09:51:23,FALSE
"41","gyse",4,"gyse3054","Windows",2016-09-02 09:54:28,"gyse","R Programming","Basic Building Blocks",21,TRUE,1,2016-09-02 09:51:51,FALSE
"42","gyse",4,"gyse3054","Windows",2016-09-02 09:54:28,"gyse","R Programming","Basic Building Blocks",22,TRUE,1,2016-09-02 09:51:56,FALSE
"43","gyse",4,"gyse3054","Windows",2016-09-02 09:54:28,"gyse","R Programming","Basic Building Blocks",23,TRUE,1,2016-09-02 09:52:02,FALSE
"44","gyse",4,"gyse3054","Windows",2016-09-02 09:54:28,"gyse","R Programming","Basic Building Blocks",25,TRUE,1,2016-09-02 09:52:24,FALSE
"45","gyse",4,"gyse3054","Windows",2016-09-02 09:54:28,"gyse","R Programming","Basic Building Blocks",26,TRUE,1,2016-09-02 09:52:30,FALSE
"46","gyse",4,"gyse3054","Windows",2016-09-02 09:54:28,"gyse","R Programming","Basic Building Blocks",27,TRUE,1,2016-09-02 09:52:36,FALSE
"47","gyse",4,"gyse3054","Windows",2016-09-02 09:54:28,"gyse","R Programming","Basic Building Blocks",31,TRUE,1,2016-09-02 09:53:01,FALSE
"48","gyse",4,"gyse3054","Windows",2016-09-02 09:54:28,"gyse","R Programming","Basic Building Blocks",33,TRUE,1,2016-09-02 09:53:31,FALSE
"49","gyse",4,"gyse3054","Windows",2016-09-02 09:54:28,"gyse","R Programming","Basic Building Blocks",36,TRUE,1,2016-09-02 09:53:48,FALSE
"50","gyse",4,"gyse3054","Windows",2016-09-02 09:54:28,"gyse","R Programming","Basic Building Blocks",38,TRUE,1,2016-09-02 09:54:10,FALSE
"51","gyse",4,"gyse3054","Windows",2016-09-02 09:54:28,"gyse","R Programming","Basic Building Blocks",39,NA,1,2016-09-02 09:54:17,FALSE
"52","SandraKozlovskaja",1,"sako2956","Windows",2016-09-02 09:59:32,"SandraKozlovskaja","R Programming","Dummy Lesson",3,TRUE,1,2016-09-02 09:59:03,FALSE
"53","SandraKozlovskaja",1,"sako2956","Windows",2016-09-02 09:59:32,"SandraKozlovskaja","R Programming","Dummy Lesson",4,NA,1,2016-09-02 09:59:11,NA
"54","emru3000",15,"emru3068","Windows",2016-09-02 10:00:12,"emru3000","R Programming","Basic Building Blocks",3,TRUE,1,2016-09-02 09:46:33,FALSE
"55","emru3000",15,"emru3068","Windows",2016-09-02 10:00:12,"emru3000","R Programming","Basic Building Blocks",8,TRUE,1,2016-09-02 09:47:16,FALSE
"56","emru3000",15,"emru3068","Windows",2016-09-02 10:00:12,"emru3000","R Programming","Basic Building Blocks",10,TRUE,1,2016-09-02 09:47:33,FALSE
"57","emru3000",15,"emru3068","Windows",2016-09-02 10:00:12,"emru3000","R Programming","Basic Building Blocks",11,FALSE,1,2016-09-02 09:47:43,FALSE
"58","emru3000",15,"emru3068","Windows",2016-09-02 10:00:12,"emru3000","R Programming","Basic Building Blocks",11,TRUE,2,2016-09-02 09:48:05,FALSE
"59","emru3000",15,"emru3068","Windows",2016-09-02 10:00:12,"emru3000","R Programming","Basic Building Blocks",12,TRUE,1,2016-09-02 09:48:09,FALSE
"60","emru3000",15,"emru3068","Windows",2016-09-02 10:00:12,"emru3000","R Programming","Basic Building Blocks",14,FALSE,1,2016-09-02 09:49:05,FALSE
"61","emru3000",15,"emru3068","Windows",2016-09-02 10:00:12,"emru3000","R Programming","Basic Building Blocks",14,TRUE,2,2016-09-02 09:49:27,FALSE
"62","emru3000",15,"emru3068","Windows",2016-09-02 10:00:12,"emru3000","R Programming","Basic Building Blocks",15,TRUE,1,2016-09-02 09:49:41,FALSE
"63","emru3000",15,"emru3068","Windows",2016-09-02 10:00:12,"emru3000","R Programming","Basic Building Blocks",16,TRUE,1,2016-09-02 09:49:46,FALSE
"64","emru3000",15,"emru3068","Windows",2016-09-02 10:00:12,"emru3000","R Programming","Basic Building Blocks",17,TRUE,1,2016-09-02 09:50:06,FALSE
"65","emru3000",15,"emru3068","Windows",2016-09-02 10:00:12,"emru3000","R Programming","Basic Building Blocks",18,TRUE,1,2016-09-02 09:50:23,FALSE
"66","emru3000",15,"emru3068","Windows",2016-09-02 10:00:12,"emru3000","R Programming","Basic Building Blocks",21,TRUE,1,2016-09-02 09:51:31,FALSE
"67","emru3000",15,"emru3068","Windows",2016-09-02 10:00:12,"emru3000","R Programming","Basic Building Blocks",22,FALSE,1,2016-09-02 09:52:15,FALSE
"68","emru3000",15,"emru3068","Windows",2016-09-02 10:00:12,"emru3000","R Programming","Basic Building Blocks",22,FALSE,2,2016-09-02 09:52:18,FALSE
"69","emru3000",15,"emru3068","Windows",2016-09-02 10:00:12,"emru3000","R Programming","Basic Building Blocks",22,FALSE,3,2016-09-02 09:52:24,FALSE
"70","emru3000",15,"emru3068","Windows",2016-09-02 10:00:12,"emru3000","R Programming","Basic Building Blocks",22,TRUE,4,2016-09-02 09:52:30,FALSE
"71","emru3000",15,"emru3068","Windows",2016-09-02 10:00:12,"emru3000","R Programming","Basic Building Blocks",23,TRUE,1,2016-09-02 09:52:38,FALSE
"72","emru3000",15,"emru3068","Windows",2016-09-02 10:00:12,"emru3000","R Programming","Basic Building Blocks",25,TRUE,1,2016-09-02 09:53:42,FALSE
"73","emru3000",15,"emru3068","Windows",2016-09-02 10:00:12,"emru3000","R Programming","Basic Building Blocks",26,FALSE,1,2016-09-02 09:54:04,FALSE
"74","emru3000",15,"emru3068","Windows",2016-09-02 10:00:12,"emru3000","R Programming","Basic Building Blocks",26,TRUE,2,2016-09-02 09:54:13,FALSE
"75","emru3000",15,"emru3068","Windows",2016-09-02 10:00:12,"emru3000","R Programming","Basic Building Blocks",27,TRUE,1,2016-09-02 09:54:17,FALSE
"76","emru3000",15,"emru3068","Windows",2016-09-02 10:00:12,"emru3000","R Programming","Basic Building Blocks",31,FALSE,1,2016-09-02 09:55:33,FALSE
"77","emru3000",15,"emru3068","Windows",2016-09-02 10:00:12,"emru3000","R Programming","Basic Building Blocks",31,TRUE,2,2016-09-02 09:55:59,FALSE
"78","emru3000",15,"emru3068","Windows",2016-09-02 10:00:12,"emru3000","R Programming","Basic Building Blocks",33,TRUE,1,2016-09-02 09:56:17,FALSE
"79","emru3000",15,"emru3068","Windows",2016-09-02 10:00:12,"emru3000","R Programming","Basic Building Blocks",36,FALSE,1,2016-09-02 09:57:45,FALSE
"80","emru3000",15,"emru3068","Windows",2016-09-02 10:00:12,"emru3000","R Programming","Basic Building Blocks",36,FALSE,2,2016-09-02 09:58:00,FALSE
"81","emru3000",15,"emru3068","Windows",2016-09-02 10:00:12,"emru3000","R Programming","Basic Building Blocks",36,FALSE,3,2016-09-02 09:59:01,FALSE
"82","emru3000",15,"emru3068","Windows",2016-09-02 10:00:12,"emru3000","R Programming","Basic Building Blocks",36,TRUE,4,2016-09-02 09:59:09,FALSE
"83","emru3000",15,"emru3068","Windows",2016-09-02 10:00:12,"emru3000","R Programming","Basic Building Blocks",38,TRUE,1,2016-09-02 09:59:47,FALSE
"84","emru3000",15,"emru3068","Windows",2016-09-02 10:00:12,"emru3000","R Programming","Basic Building Blocks",39,NA,1,2016-09-02 09:59:53,FALSE
"85","ogadova",90,"doog2907","Windows",2016-09-02 10:02:47,"ogadova","R Programming","Dummy Lesson",3,TRUE,1,2016-09-02 10:02:03,FALSE
"86","ogadova",90,"doog2907","Windows",2016-09-02 10:02:47,"ogadova","R Programming","Dummy Lesson",4,NA,1,2016-09-02 10:02:22,NA
"87","ogadova",90,"doog2907","Windows",2016-09-02 10:02:47,"ogadova","R Programming","Dummy Lesson",3,TRUE,1,2016-09-02 10:02:03,FALSE
"88","ogadova",90,"doog2907","Windows",2016-09-02 10:02:47,"ogadova","R Programming","Dummy Lesson",4,NA,1,2016-09-02 10:02:22,NA
"89","aipe00",0,"Ainyte","Windows",2016-09-04 12:31:50,"aipe00","R Programming","Dummy Lesson",3,TRUE,1,2016-09-04 12:31:14,FALSE
"90","aipe00",0,"Ainyte","Windows",2016-09-04 12:31:50,"aipe00","R Programming","Dummy Lesson",4,NA,1,2016-09-04 12:31:25,NA
"91","aipe00",7,"Ainyte","Windows",2016-09-04 17:49:02,"aipe00","R Programming","Basic Building Blocks",3,TRUE,1,2016-09-04 12:36:37,FALSE
"92","aipe00",7,"Ainyte","Windows",2016-09-04 17:49:02,"aipe00","R Programming","Basic Building Blocks",8,TRUE,1,2016-09-04 12:38:41,FALSE
"93","aipe00",7,"Ainyte","Windows",2016-09-04 17:49:02,"aipe00","R Programming","Basic Building Blocks",10,TRUE,1,2016-09-04 12:39:13,FALSE
"94","aipe00",7,"Ainyte","Windows",2016-09-04 17:49:02,"aipe00","R Programming","Basic Building Blocks",11,TRUE,1,2016-09-04 12:39:34,FALSE
"95","aipe00",7,"Ainyte","Windows",2016-09-04 17:49:02,"aipe00","R Programming","Basic Building Blocks",12,TRUE,1,2016-09-04 12:40:27,FALSE
"96","aipe00",7,"Ainyte","Windows",2016-09-04 17:49:02,"aipe00","R Programming","Basic Building Blocks",14,TRUE,1,2016-09-04 12:41:21,FALSE
"97","aipe00",7,"Ainyte","Windows",2016-09-04 17:49:02,"aipe00","R Programming","Basic Building Blocks",15,TRUE,1,2016-09-04 12:41:38,FALSE
"98","aipe00",7,"Ainyte","Windows",2016-09-04 17:49:02,"aipe00","R Programming","Basic Building Blocks",16,TRUE,1,2016-09-04 16:41:26,FALSE
"99","aipe00",7,"Ainyte","Windows",2016-09-04 17:49:02,"aipe00","R Programming","Basic Building Blocks",17,TRUE,1,2016-09-04 16:41:58,FALSE
"100","aipe00",7,"Ainyte","Windows",2016-09-04 17:49:02,"aipe00","R Programming","Basic Building Blocks",18,TRUE,1,2016-09-04 16:42:29,FALSE
"101","aipe00",7,"Ainyte","Windows",2016-09-04 17:49:02,"aipe00","R Programming","Basic Building Blocks",21,TRUE,1,2016-09-04 16:44:22,FALSE
"102","aipe00",7,"Ainyte","Windows",2016-09-04 17:49:02,"aipe00","R Programming","Basic Building Blocks",22,TRUE,1,2016-09-04 16:44:57,FALSE
"103","aipe00",7,"Ainyte","Windows",2016-09-04 17:49:02,"aipe00","R Programming","Basic Building Blocks",23,TRUE,1,2016-09-04 16:45:11,FALSE
"104","aipe00",7,"Ainyte","Windows",2016-09-04 17:49:02,"aipe00","R Programming","Basic Building Blocks",25,TRUE,1,2016-09-04 17:32:33,FALSE
"105","aipe00",7,"Ainyte","Windows",2016-09-04 17:49:02,"aipe00","R Programming","Basic Building Blocks",26,FALSE,1,2016-09-04 17:33:25,FALSE
"106","aipe00",7,"Ainyte","Windows",2016-09-04 17:49:02,"aipe00","R Programming","Basic Building Blocks",26,TRUE,2,2016-09-04 17:33:52,FALSE
"107","aipe00",7,"Ainyte","Windows",2016-09-04 17:49:02,"aipe00","R Programming","Basic Building Blocks",27,TRUE,1,2016-09-04 17:34:01,FALSE
"108","aipe00",7,"Ainyte","Windows",2016-09-04 17:49:02,"aipe00","R Programming","Basic Building Blocks",31,TRUE,1,2016-09-04 17:35:35,FALSE
"109","aipe00",7,"Ainyte","Windows",2016-09-04 17:49:02,"aipe00","R Programming","Basic Building Blocks",33,TRUE,1,2016-09-04 17:36:16,FALSE
"110","aipe00",7,"Ainyte","Windows",2016-09-04 17:49:02,"aipe00","R Programming","Basic Building Blocks",36,TRUE,1,2016-09-04 17:47:03,FALSE
"111","aipe00",7,"Ainyte","Windows",2016-09-04 17:49:02,"aipe00","R Programming","Basic Building Blocks",38,TRUE,1,2016-09-04 17:48:28,FALSE
"112","aipe00",7,"Ainyte","Windows",2016-09-04 17:49:02,"aipe00","R Programming","Basic Building Blocks",39,NA,1,2016-09-04 17:48:38,FALSE
"113","emru3000",30,"emili","Windows",2016-09-04 19:08:07,"emru3000","R Programming","Workspace and Files",5,TRUE,1,2016-09-04 18:34:58,FALSE
"114","emru3000",30,"emili","Windows",2016-09-04 19:08:07,"emru3000","R Programming","Workspace and Files",6,TRUE,1,2016-09-04 18:35:07,FALSE
"115","emru3000",30,"emili","Windows",2016-09-04 19:08:07,"emru3000","R Programming","Workspace and Files",8,TRUE,1,2016-09-04 18:35:30,FALSE
"116","emru3000",30,"emili","Windows",2016-09-04 19:08:07,"emru3000","R Programming","Workspace and Files",9,TRUE,1,2016-09-04 18:35:35,FALSE
"117","emru3000",30,"emili","Windows",2016-09-04 19:08:07,"emru3000","R Programming","Workspace and Files",10,TRUE,1,2016-09-04 18:36:03,FALSE
"118","emru3000",30,"emili","Windows",2016-09-04 19:08:07,"emru3000","R Programming","Workspace and Files",11,TRUE,1,2016-09-04 18:38:02,FALSE
"119","emru3000",30,"emili","Windows",2016-09-04 19:08:07,"emru3000","R Programming","Workspace and Files",14,FALSE,1,2016-09-04 18:39:58,FALSE
"120","emru3000",30,"emili","Windows",2016-09-04 19:08:07,"emru3000","R Programming","Workspace and Files",14,TRUE,2,2016-09-04 18:40:08,FALSE
"121","emru3000",30,"emili","Windows",2016-09-04 19:08:07,"emru3000","R Programming","Workspace and Files",15,FALSE,1,2016-09-04 18:40:27,FALSE
"122","emru3000",30,"emili","Windows",2016-09-04 19:08:07,"emru3000","R Programming","Workspace and Files",15,TRUE,2,2016-09-04 18:40:40,FALSE
"123","emru3000",30,"emili","Windows",2016-09-04 19:08:07,"emru3000","R Programming","Workspace and Files",17,FALSE,1,2016-09-04 18:41:34,FALSE
"124","emru3000",30,"emili","Windows",2016-09-04 19:08:07,"emru3000","R Programming","Workspace and Files",17,TRUE,2,2016-09-04 18:41:47,FALSE
"125","emru3000",30,"emili","Windows",2016-09-04 19:08:07,"emru3000","R Programming","Workspace and Files",19,FALSE,1,2016-09-04 18:42:09,FALSE
"126","emru3000",30,"emili","Windows",2016-09-04 19:08:07,"emru3000","R Programming","Workspace and Files",19,TRUE,2,2016-09-04 18:42:23,FALSE
"127","emru3000",30,"emili","Windows",2016-09-04 19:08:07,"emru3000","R Programming","Workspace and Files",21,FALSE,1,2016-09-04 18:43:30,FALSE
"128","emru3000",30,"emili","Windows",2016-09-04 19:08:07,"emru3000","R Programming","Workspace and Files",21,TRUE,2,2016-09-04 18:43:51,FALSE
"129","emru3000",30,"emili","Windows",2016-09-04 19:08:07,"emru3000","R Programming","Workspace and Files",22,FALSE,1,2016-09-04 18:44:02,FALSE
"130","emru3000",30,"emili","Windows",2016-09-04 19:08:07,"emru3000","R Programming","Workspace and Files",22,TRUE,2,2016-09-04 18:44:07,FALSE
"131","emru3000",30,"emili","Windows",2016-09-04 19:08:07,"emru3000","R Programming","Workspace and Files",23,TRUE,1,2016-09-04 18:44:26,FALSE
"132","emru3000",30,"emili","Windows",2016-09-04 19:08:07,"emru3000","R Programming","Workspace and Files",25,TRUE,1,2016-09-04 18:44:43,FALSE
"133","emru3000",30,"emili","Windows",2016-09-04 19:08:07,"emru3000","R Programming","Workspace and Files",27,TRUE,1,2016-09-04 18:52:19,FALSE
"134","emru3000",30,"emili","Windows",2016-09-04 19:08:07,"emru3000","R Programming","Workspace and Files",29,TRUE,1,2016-09-04 18:53:13,FALSE
"135","emru3000",30,"emili","Windows",2016-09-04 19:08:07,"emru3000","R Programming","Workspace and Files",31,TRUE,1,2016-09-04 18:54:09,FALSE
"136","emru3000",30,"emili","Windows",2016-09-04 19:08:07,"emru3000","R Programming","Workspace and Files",32,FALSE,1,2016-09-04 18:57:01,FALSE
"137","emru3000",30,"emili","Windows",2016-09-04 19:08:07,"emru3000","R Programming","Workspace and Files",32,TRUE,2,2016-09-04 18:57:25,FALSE
"138","emru3000",30,"emili","Windows",2016-09-04 19:08:07,"emru3000","R Programming","Workspace and Files",33,TRUE,1,2016-09-04 18:57:42,FALSE
"139","emru3000",30,"emili","Windows",2016-09-04 19:08:07,"emru3000","R Programming","Workspace and Files",34,FALSE,1,2016-09-04 18:59:01,FALSE
"140","emru3000",30,"emili","Windows",2016-09-04 19:08:07,"emru3000","R Programming","Workspace and Files",34,TRUE,2,2016-09-04 18:59:38,FALSE
"141","emru3000",30,"emili","Windows",2016-09-04 19:08:07,"emru3000","R Programming","Workspace and Files",38,TRUE,1,2016-09-04 19:04:56,FALSE
"142","emru3000",30,"emili","Windows",2016-09-04 19:08:07,"emru3000","R Programming","Workspace and Files",40,FALSE,1,2016-09-04 19:07:03,FALSE
"143","emru3000",30,"emili","Windows",2016-09-04 19:08:07,"emru3000","R Programming","Workspace and Files",40,TRUE,2,2016-09-04 19:07:38,FALSE
"144","emru3000",30,"emili","Windows",2016-09-04 19:08:07,"emru3000","R Programming","Workspace and Files",43,NA,1,2016-09-04 19:07:51,NA
"145","emru3000",30,"emili","Windows",2016-09-04 19:45:24,"emru3000","R Programming","Sequences of Numbers",2,TRUE,1,2016-09-04 19:15:22,FALSE
"146","emru3000",30,"emili","Windows",2016-09-04 19:45:24,"emru3000","R Programming","Sequences of Numbers",3,TRUE,1,2016-09-04 19:17:28,FALSE
"147","emru3000",30,"emili","Windows",2016-09-04 19:45:24,"emru3000","R Programming","Sequences of Numbers",5,TRUE,1,2016-09-04 19:19:02,FALSE
"148","emru3000",30,"emili","Windows",2016-09-04 19:45:24,"emru3000","R Programming","Sequences of Numbers",8,FALSE,1,2016-09-04 19:22:29,FALSE
"149","emru3000",30,"emili","Windows",2016-09-04 19:45:24,"emru3000","R Programming","Sequences of Numbers",8,FALSE,2,2016-09-04 19:22:42,FALSE
"150","emru3000",30,"emili","Windows",2016-09-04 19:45:24,"emru3000","R Programming","Sequences of Numbers",8,TRUE,3,2016-09-04 19:22:57,FALSE
"151","emru3000",30,"emili","Windows",2016-09-04 19:45:24,"emru3000","R Programming","Sequences of Numbers",10,TRUE,1,2016-09-04 19:34:50,FALSE
"152","emru3000",30,"emili","Windows",2016-09-04 19:45:24,"emru3000","R Programming","Sequences of Numbers",11,TRUE,1,2016-09-04 19:35:23,FALSE
"153","emru3000",30,"emili","Windows",2016-09-04 19:45:24,"emru3000","R Programming","Sequences of Numbers",12,FALSE,1,2016-09-04 19:38:35,FALSE
"154","emru3000",30,"emili","Windows",2016-09-04 19:45:24,"emru3000","R Programming","Sequences of Numbers",12,TRUE,2,2016-09-04 19:39:46,FALSE
"155","emru3000",30,"emili","Windows",2016-09-04 19:45:24,"emru3000","R Programming","Sequences of Numbers",13,TRUE,1,2016-09-04 19:40:22,FALSE
"156","emru3000",30,"emili","Windows",2016-09-04 19:45:24,"emru3000","R Programming","Sequences of Numbers",15,TRUE,1,2016-09-04 19:41:20,FALSE
"157","emru3000",30,"emili","Windows",2016-09-04 19:45:24,"emru3000","R Programming","Sequences of Numbers",16,TRUE,1,2016-09-04 19:41:35,FALSE
"158","emru3000",30,"emili","Windows",2016-09-04 19:45:24,"emru3000","R Programming","Sequences of Numbers",17,TRUE,1,2016-09-04 19:42:01,FALSE
"159","emru3000",30,"emili","Windows",2016-09-04 19:45:24,"emru3000","R Programming","Sequences of Numbers",21,TRUE,1,2016-09-04 19:44:19,FALSE
"160","emru3000",30,"emili","Windows",2016-09-04 19:45:24,"emru3000","R Programming","Sequences of Numbers",22,TRUE,1,2016-09-04 19:44:43,FALSE
"161","emru3000",30,"emili","Windows",2016-09-04 19:45:24,"emru3000","R Programming","Sequences of Numbers",23,TRUE,1,2016-09-04 19:45:09,FALSE
"162","emru3000",30,"emili","Windows",2016-09-04 19:45:24,"emru3000","R Programming","Sequences of Numbers",24,NA,1,2016-09-04 19:45:15,FALSE
"163","emru3000",30,"emili","Windows",2016-09-04 20:32:13,"emru3000","R Programming","Vectors",5,FALSE,1,2016-09-04 20:13:06,FALSE
"164","emru3000",30,"emili","Windows",2016-09-04 20:32:13,"emru3000","R Programming","Vectors",5,TRUE,2,2016-09-04 20:13:54,FALSE
"165","emru3000",30,"emili","Windows",2016-09-04 20:32:13,"emru3000","R Programming","Vectors",6,FALSE,1,2016-09-04 20:15:10,FALSE
"166","emru3000",30,"emili","Windows",2016-09-04 20:32:13,"emru3000","R Programming","Vectors",6,TRUE,2,2016-09-04 20:15:41,FALSE
"167","emru3000",30,"emili","Windows",2016-09-04 20:32:13,"emru3000","R Programming","Vectors",7,FALSE,1,2016-09-04 20:16:04,FALSE
"168","emru3000",30,"emili","Windows",2016-09-04 20:32:13,"emru3000","R Programming","Vectors",7,TRUE,2,2016-09-04 20:16:07,FALSE
"169","emru3000",30,"emili","Windows",2016-09-04 20:32:13,"emru3000","R Programming","Vectors",8,TRUE,1,2016-09-04 20:16:12,FALSE
"170","emru3000",30,"emili","Windows",2016-09-04 20:32:13,"emru3000","R Programming","Vectors",11,TRUE,1,2016-09-04 20:17:27,FALSE
"171","emru3000",30,"emili","Windows",2016-09-04 20:32:13,"emru3000","R Programming","Vectors",17,TRUE,1,2016-09-04 20:18:55,FALSE
"172","emru3000",30,"emili","Windows",2016-09-04 20:32:13,"emru3000","R Programming","Vectors",18,TRUE,1,2016-09-04 20:19:41,FALSE
"173","emru3000",30,"emili","Windows",2016-09-04 20:32:13,"emru3000","R Programming","Vectors",19,TRUE,1,2016-09-04 20:19:57,FALSE
"174","emru3000",30,"emili","Windows",2016-09-04 20:32:13,"emru3000","R Programming","Vectors",22,TRUE,1,2016-09-04 20:25:45,FALSE
"175","emru3000",30,"emili","Windows",2016-09-04 20:32:13,"emru3000","R Programming","Vectors",23,TRUE,1,2016-09-04 20:25:56,FALSE
